,booking_id,tournament_id,match_id,match_name,match_date,stage_name,team_id,team_name,team_confederation,player_id,yellow_card,red_card,referee_id,ref_confederation,year
1395,B-1565,WC-2006,M-2006-04,Trinidad and Tobago vs Sweden,2006-06-10,group stage,T-78,Trinidad and Tobago,CONCACAF,P-94201,1,0,R-263,AFC,2006
1396,B-1566,WC-2006,M-2006-04,Trinidad and Tobago vs Sweden,2006-06-10,group stage,T-74,Sweden,UEFA,P-42895,1,0,R-263,AFC,2006
1397,B-1567,WC-2006,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,T-03,Argentina,CONMEBOL,P-38901,1,0,R-117,UEFA,2006
1398,B-1568,WC-2006,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,T-03,Argentina,CONMEBOL,P-64352,1,0,R-117,UEFA,2006
1399,B-1569,WC-2006,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,T-42,Ivory Coast,CAF,P-92316,1,0,R-117,UEFA,2006
1400,B-1570,WC-2006,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,T-03,Argentina,CONMEBOL,P-48161,1,0,R-117,UEFA,2006
1401,B-1571,WC-2006,M-2006-05,Argentina vs Ivory Coast,2006-06-10,group stage,T-42,Ivory Coast,CAF,P-99466,1,0,R-117,UEFA,2006
1402,B-1572,WC-2006,M-2006-06,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,T-67,Serbia and Montenegro,UEFA,P-22793,1,0,R-297,UEFA,2006
1403,B-1573,WC-2006,M-2006-06,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,T-48,Netherlands,UEFA,P-21832,1,0,R-297,UEFA,2006
1404,B-1574,WC-2006,M-2006-06,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,T-67,Serbia and Montenegro,UEFA,P-50012,1,0,R-297,UEFA,2006
1405,B-1575,WC-2006,M-2006-06,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,T-67,Serbia and Montenegro,UEFA,P-50226,1,0,R-297,UEFA,2006
1406,B-1576,WC-2006,M-2006-06,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,T-48,Netherlands,UEFA,P-28832,1,0,R-297,UEFA,2006
1407,B-1577,WC-2006,M-2006-06,Serbia and Montenegro vs Netherlands,2006-06-11,group stage,T-67,Serbia and Montenegro,UEFA,P-41962,1,0,R-297,UEFA,2006
1408,B-1578,WC-2006,M-2006-07,Mexico vs Iran,2006-06-11,group stage,T-46,Mexico,CONCACAF,P-89297,1,0,R-381,UEFA,2006
1409,B-1579,WC-2006,M-2006-07,Mexico vs Iran,2006-06-11,group stage,T-38,Iran,AFC,P-59901,1,0,R-381,UEFA,2006
1410,B-1580,WC-2006,M-2006-07,Mexico vs Iran,2006-06-11,group stage,T-46,Mexico,CONCACAF,P-97434,1,0,R-381,UEFA,2006
1411,B-1581,WC-2006,M-2006-08,Angola vs Portugal,2006-06-11,group stage,T-58,Portugal,UEFA,P-70442,1,0,R-238,CONMEBOL,2006
1412,B-1582,WC-2006,M-2006-08,Angola vs Portugal,2006-06-11,group stage,T-02,Angola,CAF,P-61845,1,0,R-238,CONMEBOL,2006
1413,B-1583,WC-2006,M-2006-08,Angola vs Portugal,2006-06-11,group stage,T-02,Angola,CAF,P-03457,1,0,R-238,CONMEBOL,2006
1414,B-1584,WC-2006,M-2006-08,Angola vs Portugal,2006-06-11,group stage,T-02,Angola,CAF,P-88171,1,0,R-238,CONMEBOL,2006
1415,B-1585,WC-2006,M-2006-08,Angola vs Portugal,2006-06-11,group stage,T-58,Portugal,UEFA,P-62437,1,0,R-238,CONMEBOL,2006
1416,B-1586,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-44,Japan,AFC,P-11915,1,0,R-001,CAF,2006
1417,B-1587,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-04,Australia,AFC,P-63129,1,0,R-001,CAF,2006
1418,B-1588,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-44,Japan,AFC,P-56897,1,0,R-001,CAF,2006
1419,B-1589,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-04,Australia,AFC,P-66908,1,0,R-001,CAF,2006
1420,B-1590,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-44,Japan,AFC,P-65411,1,0,R-001,CAF,2006
1421,B-1591,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-04,Australia,AFC,P-44926,1,0,R-001,CAF,2006
1422,B-1592,WC-2006,M-2006-09,Australia vs Japan,2006-06-12,group stage,T-04,Australia,AFC,P-59039,1,0,R-001,CAF,2006
1423,B-1593,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-83,United States,CONCACAF,P-87765,1,0,R-021,CONMEBOL,2006
1424,B-1594,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-20,Czech Republic,UEFA,P-54533,1,0,R-021,CONMEBOL,2006
1425,B-1595,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-20,Czech Republic,UEFA,P-36056,1,0,R-021,CONMEBOL,2006
1426,B-1596,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-83,United States,CONCACAF,P-97459,1,0,R-021,CONMEBOL,2006
1427,B-1597,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-20,Czech Republic,UEFA,P-29090,1,0,R-021,CONMEBOL,2006
1428,B-1598,WC-2006,M-2006-10,United States vs Czech Republic,2006-06-12,group stage,T-20,Czech Republic,UEFA,P-86056,1,0,R-021,CONMEBOL,2006
1429,B-1599,WC-2006,M-2006-11,Italy vs Ghana,2006-06-12,group stage,T-41,Italy,UEFA,P-65802,1,0,R-409,CONMEBOL,2006
1430,B-1600,WC-2006,M-2006-11,Italy vs Ghana,2006-06-12,group stage,T-32,Ghana,CAF,P-50641,1,0,R-409,CONMEBOL,2006
1431,B-1601,WC-2006,M-2006-11,Italy vs Ghana,2006-06-12,group stage,T-41,Italy,UEFA,P-22378,1,0,R-409,CONMEBOL,2006
1432,B-1602,WC-2006,M-2006-11,Italy vs Ghana,2006-06-12,group stage,T-32,Ghana,CAF,P-38556,1,0,R-409,CONMEBOL,2006
1433,B-1603,WC-2006,M-2006-11,Italy vs Ghana,2006-06-12,group stage,T-41,Italy,UEFA,P-38599,1,0,R-409,CONMEBOL,2006
1434,B-1604,WC-2006,M-2006-12,South Korea vs Togo,2006-06-13,group stage,T-77,Togo,CAF,P-03523,2,0,R-347,UEFA,2006
1435,B-1605,WC-2006,M-2006-12,South Korea vs Togo,2006-06-13,group stage,T-77,Togo,CAF,P-80410,1,0,R-347,UEFA,2006
1436,B-1606,WC-2006,M-2006-12,South Korea vs Togo,2006-06-13,group stage,T-71,South Korea,AFC,P-94594,1,0,R-347,UEFA,2006
1437,B-1607,WC-2006,M-2006-12,South Korea vs Togo,2006-06-13,group stage,T-71,South Korea,AFC,P-22338,1,0,R-347,UEFA,2006
1438,B-1608,WC-2006,M-2006-12,South Korea vs Togo,2006-06-13,group stage,T-77,Togo,CAF,P-08365,1,0,R-347,UEFA,2006
1439,B-1609,WC-2006,M-2006-13,France vs Switzerland,2006-06-13,group stage,T-75,Switzerland,UEFA,P-82814,1,0,R-204,UEFA,2006
1440,B-1610,WC-2006,M-2006-13,France vs Switzerland,2006-06-13,group stage,T-75,Switzerland,UEFA,P-87221,1,0,R-204,UEFA,2006
1441,B-1611,WC-2006,M-2006-13,France vs Switzerland,2006-06-13,group stage,T-75,Switzerland,UEFA,P-10789,1,0,R-204,UEFA,2006
1442,B-1612,WC-2006,M-2006-13,France vs Switzerland,2006-06-13,group stage,T-30,France,UEFA,P-04469,1,0,R-204,UEFA,2006
1443,B-1613,WC-2006,M-2006-13,France vs Switzerland,2006-06-13,group stage,T-30,France,UEFA,P-56430,1,0,R-204,UEFA,2006
1444,B-1614,WC-2006,M-2006-13,France vs Switzerland,2006-06-13,group stage,T-75,Switzerland,UEFA,P-11817,1,0,R-204,UEFA,2006
1445,B-1615,WC-2006,M-2006-13,France vs Switzerland,2006-06-13,group stage,T-30,France,UEFA,P-23315,1,0,R-204,UEFA,2006
1446,B-1616,WC-2006,M-2006-13,France vs Switzerland,2006-06-13,group stage,T-75,Switzerland,UEFA,P-61684,1,0,R-204,UEFA,2006
1447,B-1617,WC-2006,M-2006-14,Brazil vs Croatia,2006-06-13,group stage,T-18,Croatia,UEFA,P-84378,1,0,R-025,CONCACAF,2006
1448,B-1618,WC-2006,M-2006-14,Brazil vs Croatia,2006-06-13,group stage,T-09,Brazil,CONMEBOL,P-52008,1,0,R-025,CONCACAF,2006
1449,B-1619,WC-2006,M-2006-14,Brazil vs Croatia,2006-06-13,group stage,T-18,Croatia,UEFA,P-61666,1,0,R-025,CONCACAF,2006
1450,B-1620,WC-2006,M-2006-14,Brazil vs Croatia,2006-06-13,group stage,T-18,Croatia,UEFA,P-42144,1,0,R-025,CONCACAF,2006
1451,B-1621,WC-2006,M-2006-15,Spain vs Ukraine,2006-06-14,group stage,T-81,Ukraine,UEFA,P-07368,1,0,R-072,UEFA,2006
1452,B-1622,WC-2006,M-2006-15,Spain vs Ukraine,2006-06-14,group stage,T-81,Ukraine,UEFA,P-27508,0,1,R-072,UEFA,2006
1453,B-1623,WC-2006,M-2006-15,Spain vs Ukraine,2006-06-14,group stage,T-81,Ukraine,UEFA,P-35676,1,0,R-072,UEFA,2006
1454,B-1624,WC-2006,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,T-79,Tunisia,CAF,P-72448,1,0,R-401,AFC,2006
1455,B-1625,WC-2006,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,T-79,Tunisia,CAF,P-89154,1,0,R-401,AFC,2006
1456,B-1626,WC-2006,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,T-79,Tunisia,CAF,P-63068,1,0,R-401,AFC,2006
1457,B-1627,WC-2006,M-2006-16,Tunisia vs Saudi Arabia,2006-06-14,group stage,T-79,Tunisia,CAF,P-27618,1,0,R-401,AFC,2006
1458,B-1628,WC-2006,M-2006-17,Germany vs Poland,2006-06-14,group stage,T-57,Poland,UEFA,P-49007,1,0,R-291,UEFA,2006
1459,B-1629,WC-2006,M-2006-17,Germany vs Poland,2006-06-14,group stage,T-57,Poland,UEFA,P-05425,2,0,R-291,UEFA,2006
1460,B-1630,WC-2006,M-2006-17,Germany vs Poland,2006-06-14,group stage,T-31,Germany,UEFA,P-84003,1,0,R-291,UEFA,2006
1461,B-1631,WC-2006,M-2006-17,Germany vs Poland,2006-06-14,group stage,T-31,Germany,UEFA,P-24324,1,0,R-291,UEFA,2006
1462,B-1632,WC-2006,M-2006-17,Germany vs Poland,2006-06-14,group stage,T-31,Germany,UEFA,P-04065,1,0,R-291,UEFA,2006
1463,B-1633,WC-2006,M-2006-17,Germany vs Poland,2006-06-14,group stage,T-57,Poland,UEFA,P-32695,1,0,R-291,UEFA,2006
1464,B-1634,WC-2006,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,T-17,Costa Rica,CONCACAF,P-50749,1,0,R-096,AFC,2006
1465,B-1635,WC-2006,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,T-17,Costa Rica,CONCACAF,P-26474,1,0,R-096,AFC,2006
1466,B-1636,WC-2006,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,T-25,Ecuador,CONMEBOL,P-96174,1,0,R-096,AFC,2006
1467,B-1637,WC-2006,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,T-25,Ecuador,CONMEBOL,P-92146,1,0,R-096,AFC,2006
1468,B-1638,WC-2006,M-2006-18,Ecuador vs Costa Rica,2006-06-15,group stage,T-25,Ecuador,CONMEBOL,P-18894,1,0,R-096,AFC,2006
1469,B-1639,WC-2006,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,T-78,Trinidad and Tobago,CONCACAF,P-22492,1,0,R-212,AFC,2006
1470,B-1640,WC-2006,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,T-78,Trinidad and Tobago,CONCACAF,P-77687,1,0,R-212,AFC,2006
1471,B-1641,WC-2006,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,T-78,Trinidad and Tobago,CONCACAF,P-33665,1,0,R-212,AFC,2006
1472,B-1642,WC-2006,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,T-78,Trinidad and Tobago,CONCACAF,P-09117,1,0,R-212,AFC,2006
1473,B-1643,WC-2006,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,T-78,Trinidad and Tobago,CONCACAF,P-40120,1,0,R-212,AFC,2006
1474,B-1644,WC-2006,M-2006-19,England vs Trinidad and Tobago,2006-06-15,group stage,T-28,England,UEFA,P-65534,1,0,R-212,AFC,2006
1475,B-1645,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-55,Paraguay,CONMEBOL,P-82458,1,0,R-298,UEFA,2006
1476,B-1646,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-74,Sweden,UEFA,P-05583,1,0,R-298,UEFA,2006
1477,B-1647,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-74,Sweden,UEFA,P-30568,1,0,R-298,UEFA,2006
1478,B-1648,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-55,Paraguay,CONMEBOL,P-17884,1,0,R-298,UEFA,2006
1479,B-1649,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-55,Paraguay,CONMEBOL,P-00429,1,0,R-298,UEFA,2006
1480,B-1650,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-74,Sweden,UEFA,P-45212,1,0,R-298,UEFA,2006
1481,B-1651,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-55,Paraguay,CONMEBOL,P-42797,1,0,R-298,UEFA,2006
1482,B-1652,WC-2006,M-2006-20,Sweden vs Paraguay,2006-06-15,group stage,T-55,Paraguay,CONMEBOL,P-44396,1,0,R-298,UEFA,2006
1483,B-1653,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-67,Serbia and Montenegro,UEFA,P-50012,1,0,R-381,UEFA,2006
1484,B-1654,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-67,Serbia and Montenegro,UEFA,P-85128,1,0,R-381,UEFA,2006
1485,B-1655,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-03,Argentina,CONMEBOL,P-19888,1,0,R-381,UEFA,2006
1486,B-1656,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-67,Serbia and Montenegro,UEFA,P-55456,1,0,R-381,UEFA,2006
1487,B-1657,WC-2006,M-2006-21,Argentina vs Serbia and Montenegro,2006-06-16,group stage,T-67,Serbia and Montenegro,UEFA,P-37893,0,1,R-381,UEFA,2006
1488,B-1658,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-42,Ivory Coast,CAF,P-48968,1,0,R-384,CONMEBOL,2006
1489,B-1659,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-48,Netherlands,UEFA,P-23705,1,0,R-384,CONMEBOL,2006
1490,B-1660,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-48,Netherlands,UEFA,P-40197,1,0,R-384,CONMEBOL,2006
1491,B-1661,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-42,Ivory Coast,CAF,P-99466,1,0,R-384,CONMEBOL,2006
1492,B-1662,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-48,Netherlands,UEFA,P-69700,1,0,R-384,CONMEBOL,2006
1493,B-1663,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-42,Ivory Coast,CAF,P-08544,1,0,R-384,CONMEBOL,2006
1494,B-1664,WC-2006,M-2006-22,Netherlands vs Ivory Coast,2006-06-16,group stage,T-48,Netherlands,UEFA,P-18113,1,0,R-384,CONMEBOL,2006
1495,B-1665,WC-2006,M-2006-23,Mexico vs Angola,2006-06-16,group stage,T-02,Angola,CAF,P-75104,1,0,R-263,AFC,2006
1496,B-1666,WC-2006,M-2006-23,Mexico vs Angola,2006-06-16,group stage,T-02,Angola,CAF,P-88171,2,0,R-263,AFC,2006
1497,B-1667,WC-2006,M-2006-23,Mexico vs Angola,2006-06-16,group stage,T-02,Angola,CAF,P-95366,1,0,R-263,AFC,2006
1498,B-1668,WC-2006,M-2006-23,Mexico vs Angola,2006-06-16,group stage,T-46,Mexico,CONCACAF,P-10860,1,0,R-263,AFC,2006
1499,B-1669,WC-2006,M-2006-23,Mexico vs Angola,2006-06-16,group stage,T-02,Angola,CAF,P-24930,1,0,R-263,AFC,2006
1500,B-1670,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-38,Iran,AFC,P-59901,1,0,R-349,UEFA,2006
1501,B-1671,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-38,Iran,AFC,P-16154,1,0,R-349,UEFA,2006
1502,B-1672,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-58,Portugal,UEFA,P-57982,1,0,R-349,UEFA,2006
1503,B-1673,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-58,Portugal,UEFA,P-96343,1,0,R-349,UEFA,2006
1504,B-1674,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-58,Portugal,UEFA,P-80908,1,0,R-349,UEFA,2006
1505,B-1675,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-38,Iran,AFC,P-55405,1,0,R-349,UEFA,2006
1506,B-1676,WC-2006,M-2006-24,Portugal vs Iran,2006-06-17,group stage,T-38,Iran,AFC,P-20762,1,0,R-349,UEFA,2006
1507,B-1677,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-32,Ghana,CAF,P-23846,1,0,R-137,CONMEBOL,2006
1508,B-1678,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-32,Ghana,CAF,P-12805,1,0,R-137,CONMEBOL,2006
1509,B-1679,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-20,Czech Republic,UEFA,P-36056,1,0,R-137,CONMEBOL,2006
1510,B-1680,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-20,Czech Republic,UEFA,P-91280,0,1,R-137,CONMEBOL,2006
1511,B-1681,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-32,Ghana,CAF,P-38556,1,0,R-137,CONMEBOL,2006
1512,B-1682,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-32,Ghana,CAF,P-49882,1,0,R-137,CONMEBOL,2006
1513,B-1683,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-32,Ghana,CAF,P-50641,1,0,R-137,CONMEBOL,2006
1514,B-1684,WC-2006,M-2006-25,Czech Republic vs Ghana,2006-06-17,group stage,T-32,Ghana,CAF,P-00384,1,0,R-137,CONMEBOL,2006
1515,B-1685,WC-2006,M-2006-26,Italy vs United States,2006-06-17,group stage,T-41,Italy,UEFA,P-42038,1,0,R-238,CONMEBOL,2006
1516,B-1686,WC-2006,M-2006-26,Italy vs United States,2006-06-17,group stage,T-83,United States,CONCACAF,P-02842,2,0,R-238,CONMEBOL,2006
1517,B-1687,WC-2006,M-2006-26,Italy vs United States,2006-06-17,group stage,T-41,Italy,UEFA,P-65802,0,1,R-238,CONMEBOL,2006
1518,B-1688,WC-2006,M-2006-26,Italy vs United States,2006-06-17,group stage,T-83,United States,CONCACAF,P-58649,0,1,R-238,CONMEBOL,2006
1519,B-1689,WC-2006,M-2006-26,Italy vs United States,2006-06-17,group stage,T-41,Italy,UEFA,P-42227,1,0,R-238,CONMEBOL,2006
1520,B-1690,WC-2006,M-2006-27,Japan vs Croatia,2006-06-18,group stage,T-44,Japan,AFC,P-11915,1,0,R-117,UEFA,2006
1521,B-1691,WC-2006,M-2006-27,Japan vs Croatia,2006-06-18,group stage,T-18,Croatia,UEFA,P-61666,1,0,R-117,UEFA,2006
1522,B-1692,WC-2006,M-2006-27,Japan vs Croatia,2006-06-18,group stage,T-44,Japan,AFC,P-54298,1,0,R-117,UEFA,2006
1523,B-1693,WC-2006,M-2006-27,Japan vs Croatia,2006-06-18,group stage,T-18,Croatia,UEFA,P-97008,1,0,R-117,UEFA,2006
1524,B-1694,WC-2006,M-2006-27,Japan vs Croatia,2006-06-18,group stage,T-44,Japan,AFC,P-42311,1,0,R-117,UEFA,2006
1525,B-1695,WC-2006,M-2006-28,Brazil vs Australia,2006-06-18,group stage,T-04,Australia,AFC,P-83566,1,0,R-297,UEFA,2006
1526,B-1696,WC-2006,M-2006-28,Brazil vs Australia,2006-06-18,group stage,T-09,Brazil,CONMEBOL,P-91718,1,0,R-297,UEFA,2006
1527,B-1697,WC-2006,M-2006-28,Brazil vs Australia,2006-06-18,group stage,T-09,Brazil,CONMEBOL,P-62722,1,0,R-297,UEFA,2006
1528,B-1698,WC-2006,M-2006-28,Brazil vs Australia,2006-06-18,group stage,T-04,Australia,AFC,P-21864,1,0,R-297,UEFA,2006
1529,B-1699,WC-2006,M-2006-28,Brazil vs Australia,2006-06-18,group stage,T-09,Brazil,CONMEBOL,P-13354,1,0,R-297,UEFA,2006
1530,B-1700,WC-2006,M-2006-29,France vs South Korea,2006-06-18,group stage,T-71,South Korea,AFC,P-92775,1,0,R-025,CONCACAF,2006
1531,B-1701,WC-2006,M-2006-29,France vs South Korea,2006-06-18,group stage,T-71,South Korea,AFC,P-61550,1,0,R-025,CONCACAF,2006
1532,B-1702,WC-2006,M-2006-29,France vs South Korea,2006-06-18,group stage,T-30,France,UEFA,P-04469,1,0,R-025,CONCACAF,2006
1533,B-1703,WC-2006,M-2006-29,France vs South Korea,2006-06-18,group stage,T-30,France,UEFA,P-56430,1,0,R-025,CONCACAF,2006
1534,B-1704,WC-2006,M-2006-30,Togo vs Switzerland,2006-06-19,group stage,T-77,Togo,CAF,P-57309,1,0,R-021,CONMEBOL,2006
1535,B-1705,WC-2006,M-2006-30,Togo vs Switzerland,2006-06-19,group stage,T-77,Togo,CAF,P-48772,1,0,R-021,CONMEBOL,2006
1536,B-1706,WC-2006,M-2006-30,Togo vs Switzerland,2006-06-19,group stage,T-77,Togo,CAF,P-80410,1,0,R-021,CONMEBOL,2006
1537,B-1707,WC-2006,M-2006-30,Togo vs Switzerland,2006-06-19,group stage,T-75,Switzerland,UEFA,P-17148,1,0,R-021,CONMEBOL,2006
1538,B-1708,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-81,Ukraine,UEFA,P-17420,1,0,R-347,UEFA,2006
1539,B-1709,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-63,Saudi Arabia,AFC,P-53448,1,0,R-347,UEFA,2006
1540,B-1710,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-63,Saudi Arabia,AFC,P-00585,1,0,R-347,UEFA,2006
1541,B-1711,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-63,Saudi Arabia,AFC,P-50973,1,0,R-347,UEFA,2006
1542,B-1712,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-81,Ukraine,UEFA,P-98387,1,0,R-347,UEFA,2006
1543,B-1713,WC-2006,M-2006-31,Saudi Arabia vs Ukraine,2006-06-19,group stage,T-81,Ukraine,UEFA,P-18200,1,0,R-347,UEFA,2006
1544,B-1714,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-73,Spain,UEFA,P-51089,1,0,R-409,CONMEBOL,2006
1545,B-1715,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-79,Tunisia,CAF,P-40581,1,0,R-409,CONMEBOL,2006
1546,B-1716,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-79,Tunisia,CAF,P-82870,1,0,R-409,CONMEBOL,2006
1547,B-1717,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-79,Tunisia,CAF,P-76769,1,0,R-409,CONMEBOL,2006
1548,B-1718,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-79,Tunisia,CAF,P-33293,1,0,R-409,CONMEBOL,2006
1549,B-1719,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-79,Tunisia,CAF,P-00640,1,0,R-409,CONMEBOL,2006
1550,B-1720,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-73,Spain,UEFA,P-81297,1,0,R-409,CONMEBOL,2006
1551,B-1721,WC-2006,M-2006-32,Spain vs Tunisia,2006-06-19,group stage,T-79,Tunisia,CAF,P-61850,1,0,R-409,CONMEBOL,2006
1552,B-1722,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-17,Costa Rica,CONCACAF,P-52458,1,0,R-263,AFC,2006
1553,B-1723,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-57,Poland,UEFA,P-52481,1,0,R-263,AFC,2006
1554,B-1724,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-57,Poland,UEFA,P-46873,1,0,R-263,AFC,2006
1555,B-1725,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-57,Poland,UEFA,P-15578,1,0,R-263,AFC,2006
1556,B-1726,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-17,Costa Rica,CONCACAF,P-50749,1,0,R-263,AFC,2006
1557,B-1727,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-17,Costa Rica,CONCACAF,P-55170,1,0,R-263,AFC,2006
1558,B-1728,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-17,Costa Rica,CONCACAF,P-97927,1,0,R-263,AFC,2006
1559,B-1729,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-57,Poland,UEFA,P-12680,1,0,R-263,AFC,2006
1560,B-1730,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-17,Costa Rica,CONCACAF,P-12856,1,0,R-263,AFC,2006
1561,B-1731,WC-2006,M-2006-33,Costa Rica vs Poland,2006-06-20,group stage,T-57,Poland,UEFA,P-32695,1,0,R-263,AFC,2006
1562,B-1732,WC-2006,M-2006-34,Ecuador vs Germany,2006-06-20,group stage,T-25,Ecuador,CONMEBOL,P-49265,1,0,R-204,UEFA,2006
1563,B-1733,WC-2006,M-2006-34,Ecuador vs Germany,2006-06-20,group stage,T-31,Germany,UEFA,P-08154,1,0,R-204,UEFA,2006
1564,B-1734,WC-2006,M-2006-35,Paraguay vs Trinidad and Tobago,2006-06-20,group stage,T-55,Paraguay,CONMEBOL,P-42797,1,0,R-381,UEFA,2006
1565,B-1735,WC-2006,M-2006-35,Paraguay vs Trinidad and Tobago,2006-06-20,group stage,T-78,Trinidad and Tobago,CONCACAF,P-52480,1,0,R-381,UEFA,2006
1566,B-1736,WC-2006,M-2006-35,Paraguay vs Trinidad and Tobago,2006-06-20,group stage,T-78,Trinidad and Tobago,CONCACAF,P-77687,1,0,R-381,UEFA,2006
